Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
H4C12		6p22.1	HOMDEL	5	109	4.6%	No
ANGPTL4		19p13.2	AMP	8	109	7.3%	No
POLR2M		15q21.3	AMP	1	109	0.9%	No
SLC8B1		12q24.13	AMP	4	109	3.7%	No
SLC38A4		12q13.11	AMP	2	109	1.8%	No
CMKLR1		12q23.3	HOMDEL	2	109	1.8%	No
IFNA13		9p21.3	HOMDEL	27	109	24.8%	No
C5ORF47		5q35.2	HOMDEL	1	109	0.9%	No
INTS15		7p22.1	AMP	11	109	10.1%	No
FRRS1		1p21.2	HOMDEL	3	109	2.8%	No
TAAR8		6q23.2	HOMDEL	5	109	4.6%	No
SIGLEC1		20p13	AMP	7	109	6.4%	No
NMI		2q23.3	AMP	3	109	2.8%	No
ADAM5		8p11.22	HOMDEL	20	109	18.3%	No
COX5A		15q24.2	AMP	5	109	4.6%	No
TSPAN10		17q25.3	AMP	9	109	8.3%	No
RAMP2		17q21.2	AMP	5	109	4.6%	No
MAPK10		4q21.3	HOMDEL	2	109	1.8%	No
CARD16		11q22.3	HOMDEL	3	109	2.8%	No
TPRA1		3q21.3	AMP	7	109	6.4%	No
HSPB7		1p36.13	AMP	6	109	5.5%	No
HRH2		5q35.2	AMP	2	109	1.8%	No
CYTH4		22q13.1	AMP	3	109	2.8%	No
CCDC186		10q25.3	AMP	3	109	2.8%	No
TMEM65		8q24.13	AMP	15	109	13.8%	No
INTS12		4q24	HOMDEL	3	109	2.8%	No
CELF5		19p13.3	HOMDEL	5	109	4.6%	No
NABP2		12q13.3	AMP	5	109	4.6%	No
IRX5		16q12.2	AMP	3	109	2.8%	No
SNAI1		20q13.13	AMP	10	109	9.2%	No
KBTBD3		11q22.3	HOMDEL	5	109	4.6%	No
MTMR4		17q22	AMP	2	109	1.8%	No
SLC22A8		11q12.3	AMP	6	109	5.5%	No
CHKB		22q13.33	HOMDEL	5	109	4.6%	No
MIXL1		1q42.12	AMP	10	109	9.2%	No
EIF4E		4q23	AMP	1	109	0.9%	Yes
HSP90AB3P		4q22.1	HOMDEL	2	109	1.8%	No
RAMP1		2q37.3	AMP	3	109	2.8%	No
RRAS2		11p15.2	HOMDEL	1	109	0.9%	Yes
KCNN2		5q22.3	HOMDEL	2	109	1.8%	No
CKMT2-AS1		5q14.1	HOMDEL	4	109	3.7%	No
EVI5		1p22.1	AMP	2	109	1.8%	No
MYO15B		17q25.1	AMP	10	109	9.2%	No
HRG		3q27.3	AMP	4	109	3.7%	No
SMC1B		22q13.31	AMP	4	109	3.7%	No
ELL		19p13.11	AMP	5	109	4.6%	Yes
KXD1		19p13.11	AMP	5	109	4.6%	No
DCDC1		11p14.1	HOMDEL	1	109	0.9%	No
AKT3		1q43-q44	AMP	11	109	10.1%	Yes
ANXA1		9q21.13	HOMDEL	4	109	3.7%	No
TAGAP		6q25.3	HOMDEL	3	109	2.8%	No
ABI1		10p12.1	AMP	1	109	0.9%	Yes
DAO		12q24.11	HOMDEL	2	109	1.8%	No
WNT16		7q31.31	AMP	2	109	1.8%	No
KLF9		9q21.12	HOMDEL	3	109	2.8%	No
FOXD4L1		2q14.1	AMP	2	109	1.8%	No
ZCCHC3		20p13	HOMDEL	2	109	1.8%	No
FGFBP2		4p15.32	AMP	2	109	1.8%	No
TNFRSF10B-AS1		8p21.3	AMP	2	109	1.8%	No
PLPP2		19p13.3	HOMDEL	4	109	3.7%	No
BAHCC1		17q25.3	HOMDEL	3	109	2.8%	No
PTDSS2		11p15.5	HOMDEL	6	109	5.5%	No
WASHC1		9p24.3	AMP	12	109	11.0%	No
PGK2		6p12.3	HOMDEL	3	109	2.8%	No
LCA5L		21q22.2	HOMDEL	3	109	2.8%	No
SNORD113-6		14q32.31	HOMDEL	9	109	8.3%	No
DIPK1C		18q22.3	HOMDEL	19	109	17.4%	No
ATP6V1D		14q23.3	AMP	1	109	0.9%	No
PSG2		19q13.31	AMP	10	109	9.2%	No
FBXL18		7p22.1	AMP	18	109	16.5%	No
APBB3		5q31.3	HOMDEL	2	109	1.8%	No
ACTL7B		9q31.3	HOMDEL	1	109	0.9%	No
CCDC140		2q36.1	AMP	1	109	0.9%	No
NAALADL1		11q13.1	AMP	10	109	9.2%	No
EIF3L		22q13.1	AMP	4	109	3.7%	No
GABPB1-IT1		15q21.2	HOMDEL	1	109	0.9%	No
PRSS27		16p13.3	AMP	9	109	8.3%	No
PSG3		19q13.2	AMP	9	109	8.3%	No
LMNB2		19p13.3	AMP	12	109	11.0%	No
RAB8A		19p13.11	AMP	5	109	4.6%	No
APC2		19p13.3	HOMDEL	5	109	4.6%	No
ACOT8		20q13.12	AMP	13	109	11.9%	No
ZNF589		3p21.31	AMP	1	109	0.9%	No
TBCEL		11q23.3	AMP	2	109	1.8%	No
LAMA5		20q13.33	HOMDEL	5	109	4.6%	No
RPLP2		11p15.5	HOMDEL	4	109	3.7%	No
RNGTT		6q15	HOMDEL	6	109	5.5%	No
ELAVL4		1p33-p32.3	HOMDEL	4	109	3.7%	No
PSG4		19q13.31	AMP	9	109	8.3%	No
FCRLA		1q23.3	AMP	12	109	11.0%	No
RNF224		9q34.3	HOMDEL	4	109	3.7%	No
NEXN		1p31.1	HOMDEL	3	109	2.8%	No
LINC03043		7q31.33	AMP	2	109	1.8%	No
KLK8		19q13.41	AMP	13	109	11.9%	No
MAP3K5		6q23.3	AMP	1	109	0.9%	No
LSP1P3		5p13.3	AMP	1	109	0.9%	No
OR13A1		10q11.21	AMP	1	109	0.9%	No
NIP7		16q22.1	AMP	2	109	1.8%	No
TADA2A		17q12	AMP	7	109	6.4%	No
TRIM51G		11p11.12	AMP	1	109	0.9%	No
COMMD2		3q25.1	AMP	4	109	3.7%	No
MOGAT1		2q36.1	AMP	1	109	0.9%	No
H2BC3		6p22.2	AMP	3	109	2.8%	No
FAM240A		3p21.31	HOMDEL	6	109	5.5%	No
ZNG1E		9q21.11	AMP	2	109	1.8%	No
MST1P2		1p36.13	AMP	2	109	1.8%	No
PSG5		19q13.31	AMP	9	109	8.3%	No
PINX1		8p23.1	AMP	4	109	3.7%	No
DNAJC8		1p35.3	HOMDEL	7	109	6.4%	No
ARGLU1		13q33.3	AMP	2	109	1.8%	No
MAP3K4		6q26	AMP	1	109	0.9%	No
DNAI2		17q25.1	HOMDEL	2	109	1.8%	No
SEMA7A		15q24.1	HOMDEL	2	109	1.8%	No
GRM8		7q31.33	AMP	2	109	1.8%	No
MT1IP		16q13	HOMDEL	1	109	0.9%	No
AMER3		2q21.1	HOMDEL	1	109	0.9%	No
MAP3K3		17q23.3	AMP	2	109	1.8%	No
RPL26L1		5q35.1	AMP	2	109	1.8%	No
PRPF6		20q13.33	HOMDEL	1	109	0.9%	No
E2F6		2p25.1	HOMDEL	2	109	1.8%	No
HFE		6p22.2	HOMDEL	3	109	2.8%	Yes
AQP12A		2q37.3	HOMDEL	2	109	1.8%	No
H2BC5		6p22.2	AMP	3	109	2.8%	Yes
COP1		1q25.1-q25.2	HOMDEL	1	109	0.9%	Yes
KCNH4		17q21.2	HOMDEL	1	109	0.9%	No
CAMK2D		4q26	HOMDEL	5	109	4.6%	No
NCBP2AS2		3q29	AMP	12	109	11.0%	No
MTURN		7p14.3	AMP	2	109	1.8%	No
LRRC58		3q13.33	HOMDEL	1	109	0.9%	No
CXCL1		4q13.3	AMP	1	109	0.9%	No
IFT57		3q13.12-q13.13	AMP	2	109	1.8%	No
ESRRB		14q24.3	HOMDEL	1	109	0.9%	No
RNF214		11q23.3	AMP	2	109	1.8%	No
CDKL4		2p22.1	HOMDEL	6	109	5.5%	No
KCNE3		11q13.4	AMP	2	109	1.8%	No
RPL13AP5		10q24.1	AMP	15	109	13.8%	No
LRRD1		7q21.2	AMP	4	109	3.7%	No
POLR3D		8p21.3	HOMDEL	4	109	3.7%	No
MAP3K1		5q11.2	AMP	2	109	1.8%	Yes
TAF2		8q24.12	AMP	14	109	12.8%	No
DHCR24		1p32.3	AMP	6	109	5.5%	No
ADGRG6		6q24.2	HOMDEL	5	109	4.6%	No
SNHG15		7p13	AMP	6	109	5.5%	No
OR2F2		7q35	HOMDEL	1	109	0.9%	No
CCDC149		4p15.2	AMP	2	109	1.8%	No
CLN6		15q23	AMP	4	109	3.7%	No
PSG6		19q13.31	AMP	10	109	9.2%	No
SPATA45		1q32.3	HOMDEL	1	109	0.9%	No
TAPBPL		12p13.31	AMP	9	109	8.3%	No
DCST1		1q21.3	AMP	26	109	23.9%	No
GRM6		5q35.3	AMP	4	109	3.7%	No
ACER1		19p13.3	AMP	4	109	3.7%	No
ST8SIA4		5q21.1	HOMDEL	4	109	3.7%	No
TAF4		20q13.33	AMP	10	109	9.2%	No
RWDD1		6q22.1	AMP	1	109	0.9%	No
CASP7		10q25.3	AMP	2	109	1.8%	No
MEIS3P1		17p12	AMP	1	109	0.9%	No
ZNF706		8q22.3	AMP	8	109	7.3%	No
DDX11L9		15q26.3	HOMDEL	1	109	0.9%	No
CARD9		9q34.3	HOMDEL	4	109	3.7%	No
SPATA32		17q21.31	AMP	10	109	9.2%	No
GLYR1		16p13.3	HOMDEL	1	109	0.9%	No
WDR87		19q13.13	AMP	9	109	8.3%	No
ESAM		11q24.2	AMP	6	109	5.5%	No
PSG7		19q13.31	AMP	10	109	9.2%	No
NMRK1		9q21.13	AMP	1	109	0.9%	No
SEC31B		10q24.31	HOMDEL	1	109	0.9%	No
RPS16		19q13.2	HOMDEL	1	109	0.9%	No
POLR2J4		7p13	AMP	7	109	6.4%	No
CRB3		19p13.3	HOMDEL	4	109	3.7%	No
AKAP7		6q23.2	HOMDEL	7	109	6.4%	No
ZNF415		19q13.42	HOMDEL	2	109	1.8%	No
CASP8		2q33.1	AMP	3	109	2.8%	Yes
ZNF607		19q13.1	HOMDEL	1	109	0.9%	No
SNORD32A		19q13.33	HOMDEL	3	109	2.8%	No
KIAA1586		6p12.1	HOMDEL	2	109	1.8%	No
FBXW2		9q33.2	AMP	2	109	1.8%	Yes
NPTX2		7q22.1	HOMDEL	1	109	0.9%	No
GPR35		2q37.3	HOMDEL	2	109	1.8%	No
TPI1P3		6q22.1	AMP	1	109	0.9%	No
NCKAP5L		12q13.12	HOMDEL	2	109	1.8%	No
TPD52L1		6q22.31	HOMDEL	8	109	7.3%	No
PDE3A		12p12.2	HOMDEL	3	109	2.8%	No
HERC2P4		16p11.2	AMP	2	109	1.8%	No
SHLD2P3		10q11.22	AMP	2	109	1.8%	No
PGM5P2		9p11.2	AMP	1	109	0.9%	No
GLO1		6p21.2	HOMDEL	4	109	3.7%	No
KRTAP19-1		21q22.11	HOMDEL	9	109	8.3%	No
GPR137C		14q22.1	AMP	6	109	5.5%	No
CASP9		1p36.21	AMP	1	109	0.9%	No
MTMR7		8p22	AMP	2	109	1.8%	No
IL17RC		3p25.3	AMP	3	109	2.8%	No
IFT74		9p21.2	HOMDEL	17	109	15.6%	No
TNFAIP8L1		19p13.3	HOMDEL	4	109	3.7%	No
MIGA2		9q34.11	HOMDEL	2	109	1.8%	No
SELENOV		19q13.2	AMP	13	109	11.9%	No
KIF20B		10q23.31	HOMDEL	8	109	7.3%	No
LINC01963		2q35	HOMDEL	3	109	2.8%	No
TRMT44		4p16.1	HOMDEL	1	109	0.9%	No
NRADDP		3p21.31	AMP	3	109	2.8%	No
CASP10		2q33.1	AMP	3	109	2.8%	No
GUCA1B		6p21.1	HOMDEL	1	109	0.9%	No
IDO2		8p11.21	AMP	4	109	3.7%	No
LINC00640		14q22.1	AMP	7	109	6.4%	No
NSMCE2		8q24.13	AMP	14	109	12.8%	No
INHBA-AS1		7p14.1	AMP	2	109	1.8%	No
MELTF-AS1		3q29	AMP	13	109	11.9%	No
TUFM		16p11.2	HOMDEL	1	109	0.9%	No
USP17L28		4p16.1	AMP	3	109	2.8%	No
ANKRD35		1q21.1	AMP	9	109	8.3%	No
LINC01270		20q13.13	AMP	9	109	8.3%	No
RGPD2		2p11.2	AMP	1	109	0.9%	No
NPRL2		3p21.31	HOMDEL	5	109	4.6%	No
AK8		9q34.13	HOMDEL	1	109	0.9%	No
SCARNA8		9p22.1	HOMDEL	10	109	9.2%	No
UBE2T		1q32.1	HOMDEL	1	109	0.9%	No
CASQ1		1q23.2	AMP	11	109	10.1%	No
EML2-AS1		19q13.32	AMP	16	109	14.7%	No
SPDYE1		7p13	AMP	7	109	6.4%	No
ELAC1		18q21.2	HOMDEL	31	109	28.4%	No
FITM2		20q13.12	AMP	9	109	8.3%	No
TCHP		12q24.11	HOMDEL	2	109	1.8%	No
HISLA		14q31.3	HOMDEL	3	109	2.8%	No
ADCK2		7q34	AMP	4	109	3.7%	No
BTNL3		5q35.3	HOMDEL	1	109	0.9%	No
GAS1		9q21.33	HOMDEL	1	109	0.9%	No
C19ORF73		19q13.33	HOMDEL	3	109	2.8%	No
ACP4		19q13.33	HOMDEL	3	109	2.8%	No
LRCOL1		12q24.33	AMP	6	109	5.5%	No
CASQ2		1p13.1	AMP	2	109	1.8%	No
SSBP4		19p13.11	AMP	6	109	5.5%	No
VPS29		12q24.11	HOMDEL	1	109	0.9%	No
FAM131B		7q34	HOMDEL	3	109	2.8%	No
NCOR1P1		20p11.1	AMP	3	109	2.8%	No
CIMAP3		1p13.2	HOMDEL	2	109	1.8%	No
EFHD1		2q37.1	HOMDEL	1	109	0.9%	No
DNAH2		17p13.1	HOMDEL	6	109	5.5%	No
PPP1CA		11q13.2	HOMDEL	2	109	1.8%	No
BPESC1		3q23	HOMDEL	1	109	0.9%	No
KCNH8		3p24.3	HOMDEL	4	109	3.7%	No
AP5B1		11q13.1	AMP	11	109	10.1%	No
FAM138F		19p13.3	AMP	3	109	2.8%	No
AP4E1		15q21.2	AMP	1	109	0.9%	No
PRR15		7p14.3	AMP	3	109	2.8%	No
MIR646HG		20q13.33	AMP	9	109	8.3%	No
FLVCR2		14q24.3	HOMDEL	2	109	1.8%	No
PRXL2B		1p36.32	AMP	9	109	8.3%	No
CASR		3q13.33-q21.1	AMP	2	109	1.8%	Yes
LINC03042		8p11.22	HOMDEL	2	109	1.8%	No
MYO5B		18q21.1	HOMDEL	22	109	20.2%	No
LMBRD2		5p13.2	AMP	5	109	4.6%	No
ANXA2R-AS1		5p12	AMP	4	109	3.7%	No
RNF225		19q13.43	AMP	18	109	16.5%	No
SNORD115-17		15q11.2	HOMDEL	9	109	8.3%	No
OR10R2		1q23.1	AMP	10	109	9.2%	No
RNMT		18p11.21	HOMDEL	5	109	4.6%	No
DEFT1P		8p23.1	HOMDEL	5	109	4.6%	No
IFNE		9p21.3	HOMDEL	27	109	24.8%	No
SBK1		16p12.1	AMP	3	109	2.8%	No
FAM161A		2p15	HOMDEL	3	109	2.8%	No
PLPP7		9q34.13	AMP	4	109	3.7%	No
CCDC34		11p14.1	AMP	7	109	6.4%	No
LINC02910		20q13.33	AMP	7	109	6.4%	No
THUMPD3-AS1		3p25.3	AMP	1	109	0.9%	No
FILNC1		6q24.1	AMP	1	109	0.9%	No
GUSBP5		4q31.21	AMP	1	109	0.9%	No
TPSD1		16p13.3	AMP	13	109	11.9%	No
AIG1		6q24.2	AMP	1	109	0.9%	No
TCEA3		1p36.12	HOMDEL	8	109	7.3%	No
LINC01565		3q21.3	AMP	3	109	2.8%	No
TCF23		2p23.3	AMP	3	109	2.8%	No
KCTD7		7q11.21	AMP	3	109	2.8%	No
TOB1-AS1		17q21.33	HOMDEL	1	109	0.9%	No
CAT		11p13	AMP	4	109	3.7%	No
TMEM88B		1p36.33	HOMDEL	10	109	9.2%	No
TRPV2		17p11.2	AMP	4	109	3.7%	No
CARNS1		11q13.2	HOMDEL	2	109	1.8%	No
B2M		15q21.1	HOMDEL	2	109	1.8%	Yes
TBC1D19		4p15.2	HOMDEL	5	109	4.6%	No
ARPC4-TTLL3		3p25.3	HOMDEL	2	109	1.8%	No
MICOS13		19p13.3	AMP	6	109	5.5%	No
RHOQ		2p21	AMP	2	109	1.8%	No
LEFTY2		1q42.12	HOMDEL	1	109	0.9%	No
JAKMIP3		10q26.3	HOMDEL	3	109	2.8%	No
SLC35E2B		1p36.33	AMP	8	109	7.3%	No
RSPRY1		16q13	AMP	3	109	2.8%	No
SNORD113-5		14q32.31	HOMDEL	8	109	7.3%	No
PTPN22		1p13.2	AMP	1	109	0.9%	No
SEC24B		4q25	HOMDEL	3	109	2.8%	No
GASK1B		4q32.1	HOMDEL	5	109	4.6%	No
B4GALNT1		12q13.3	HOMDEL	4	109	3.7%	No
ZNF341		20q11.22	HOMDEL	1	109	0.9%	No
RTN4IP1		6q21	AMP	1	109	0.9%	No
GPR161		1q24.2	AMP	7	109	6.4%	No
PMS2P1		7q22.1	HOMDEL	3	109	2.8%	No
ACTL7A		9q31.3	HOMDEL	1	109	0.9%	No
MEF2D		1q22	AMP	19	109	17.4%	Yes
EIF4A2		3q27.3	AMP	4	109	3.7%	Yes
USP8		15q21.2	AMP	2	109	1.8%	Yes
CELA3B		1p36.12	AMP	3	109	2.8%	No
PLXNB2		22q13.33	HOMDEL	6	109	5.5%	No
POU2F3		11q23.3	AMP	5	109	4.6%	No
ZFYVE21		14q32.33	AMP	5	109	4.6%	No
ZNF683		1p36.11	HOMDEL	9	109	8.3%	No
LRP8		1p32.3	AMP	4	109	3.7%	No
ERCC5		13q33.1	AMP	2	109	1.8%	Yes
PNLIPRP1		10q25.3	AMP	2	109	1.8%	No
PVRIG		7q22.1	AMP	19	109	17.4%	No
KRTAP16-1		17q21.2	AMP	5	109	4.6%	No
GALNTL6		4q34.1	HOMDEL	7	109	6.4%	No
RFPL4B		6q21	AMP	1	109	0.9%	No
INVS		9q31.1	AMP	2	109	1.8%	No
RNF20		9q31.1	HOMDEL	1	109	0.9%	No
SMARCE1		17q21.2	AMP	5	109	4.6%	Yes
EXD3		9q34.3	HOMDEL	5	109	4.6%	No
USP10		16q24.1	AMP	1	109	0.9%	No
EIF4B		12q13.13	AMP	2	109	1.8%	No
ANAPC5		12q24.31	HOMDEL	2	109	1.8%	No
RAB9BP1		5q21.2-q21.3	AMP	1	109	0.9%	No
TARDBP		1p36.22	AMP	3	109	2.8%	No
PNLIPRP2		10q25.3	AMP	1	109	0.9%	No
MLLT10		10p12.31	HOMDEL	1	109	0.9%	Yes
SLC25A1		22q11.21	HOMDEL	1	109	0.9%	No
KGD4		5q13.2	AMP	1	109	0.9%	No
SENP6		6q14.1	HOMDEL	7	109	6.4%	No
DDX54		12q24.13	AMP	4	109	3.7%	No
TMEM175		4p16.3	HOMDEL	3	109	2.8%	No
IGF2BP2-AS1		3q27.2	AMP	3	109	2.8%	No
MGAT4C		12q21.31-q21.32	AMP	2	109	1.8%	No
PTP4A1		6q12	AMP	4	109	3.7%	Yes
SLC25A4		4q35.1	HOMDEL	5	109	4.6%	No
MICAL1		6q21	HOMDEL	8	109	7.3%	No
ERICH4		19q13.2	HOMDEL	1	109	0.9%	No
SMN1		5q13.2	AMP	2	109	1.8%	No
HPN-AS1		19q13.11-q13.12	HOMDEL	1	109	0.9%	No
HARS2		5q31.3	AMP	1	109	0.9%	No
TBC1D17		19q13.33	HOMDEL	2	109	1.8%	No
BRD1		22q13.33	HOMDEL	3	109	2.8%	No
HECTD1		14q12	AMP	4	109	3.7%	No
PNMT		17q12	AMP	10	109	9.2%	No
GSTM2P1		6q21	AMP	1	109	0.9%	No
ATXN1		6p22.3	HOMDEL	3	109	2.8%	No
CDT1		16q24.3	HOMDEL	1	109	0.9%	No
ZNF714		19p12	HOMDEL	4	109	3.7%	No
FCGR2C		1q23.3	AMP	13	109	11.9%	No
DEFA1B		8p23.1	HOMDEL	5	109	4.6%	No
SMAGP		12q13.13	AMP	1	109	0.9%	No
SULT4A1		22q13.31	AMP	4	109	3.7%	No
SMN2		5q13.2	AMP	2	109	1.8%	No
OR8J1		11q12.1	HOMDEL	6	109	5.5%	No
FAM170A		5q23.1	AMP	1	109	0.9%	No
PCNAP1		4q23	HOMDEL	1	109	0.9%	No
HRC		19q13.33	AMP	14	109	12.8%	No
CDC42EP1		22q13.1	HOMDEL	1	109	0.9%	No
EIF4A1		17p13.1	AMP	1	109	0.9%	No
NBPF14		1q21.2	AMP	5	109	4.6%	No
UQCR10		22q12.2	AMP	2	109	1.8%	No
PIPSL		10q23.33	HOMDEL	2	109	1.8%	No
FUZ		19q13.33	HOMDEL	1	109	0.9%	No
LAPTM5		1p35.2	AMP	3	109	2.8%	No
NHERF1		17q25.1	AMP	7	109	6.4%	Yes
MANSC1		12p13.2	HOMDEL	1	109	0.9%	No
POTEKP		2q21.1	HOMDEL	1	109	0.9%	No
SMO		7q32.1	AMP	7	109	6.4%	Yes
LRP1		12q13.3	HOMDEL	3	109	2.8%	No
SPP1		4q22.1	HOMDEL	2	109	1.8%	No
GK3		4q32.3	HOMDEL	5	109	4.6%	No
NLRC5		16q13	HOMDEL	1	109	0.9%	No
TPBGL		11q13.4	AMP	4	109	3.7%	No
LINC01588		14q21.3	AMP	7	109	6.4%	No
IL5		5q31.1	HOMDEL	3	109	2.8%	No
ARFGEF3		6q23.3-q24.1	AMP	1	109	0.9%	No
FBXO39		17p13.1	HOMDEL	6	109	5.5%	No
RAB26		16p13.3	AMP	14	109	12.8%	No
FARS2		6p25.1	HOMDEL	5	109	4.6%	No
ZCCHC4		4p15.2	HOMDEL	5	109	4.6%	No
DEFB103A		8p23.1	HOMDEL	7	109	6.4%	No
TJP3		19p13.3	AMP	9	109	8.3%	No
SRSF5		14q24	HOMDEL	2	109	1.8%	No
SMPD1		11p15.4	AMP	4	109	3.7%	No
ARMC6		19p13.11	HOMDEL	1	109	0.9%	No
SMIM5		17q25.1	AMP	9	109	8.3%	No
TMEM160		19q13.32	HOMDEL	1	109	0.9%	No
WFDC12		20q13.12	AMP	9	109	8.3%	No
SPATA21		1p36.13	AMP	5	109	4.6%	No
RDX		11q22.3	HOMDEL	2	109	1.8%	No
EYA4		6q23.2	AMP	1	109	0.9%	No
ERGIC1		5q35.1	AMP	3	109	2.8%	No
CHRNG		2q37.1	HOMDEL	6	109	5.5%	No
ODF2L		1p22.3	AMP	3	109	2.8%	No
EGFEM1P		3q26.2	HOMDEL	3	109	2.8%	No
ESYT2		7q36.3	AMP	4	109	3.7%	No
FGD3		9q22.31	HOMDEL	2	109	1.8%	No
FAM25G		10q11.22	HOMDEL	1	109	0.9%	No
LINC03009		7q11.23	AMP	8	109	7.3%	No
PROSER1		13q13.3	HOMDEL	2	109	1.8%	No
KCNH5		14q23.2	AMP	2	109	1.8%	No
TAF8		6p21.1	AMP	7	109	6.4%	No
SNAR-A6		19q13.33	HOMDEL	1	109	0.9%	No
APEH		3p21.31	HOMDEL	6	109	5.5%	No
DENND4A		15q22.31	AMP	2	109	1.8%	No
TMEM198		2q35	HOMDEL	2	109	1.8%	No
MBP		18q23	HOMDEL	14	109	12.8%	No
STUM		1q42.12	AMP	9	109	8.3%	No
AKT1		14q32.33	HOMDEL	8	109	7.3%	Yes
MTMR6		13q12.13	AMP	3	109	2.8%	No
ULBP1		6q25.1	HOMDEL	5	109	4.6%	No
PPP4R3B		2p16.1	AMP	5	109	4.6%	No
CDKN1A		6p21.2	HOMDEL	2	109	1.8%	Yes
NPLOC4		17q25.3	HOMDEL	2	109	1.8%	No
CPNE7		16q24.3	AMP	13	109	11.9%	No
ITGAX		16p11.2	HOMDEL	2	109	1.8%	No
HRH3		20q13.33	HOMDEL	1	109	0.9%	No
DMAP1		1p34.1	AMP	4	109	3.7%	No
HS3ST3A1		17p12	HOMDEL	4	109	3.7%	No
DDX17		22q13.1	HOMDEL	1	109	0.9%	No
BSND		1p32.3	AMP	5	109	4.6%	No
MIA3		1q41	AMP	11	109	10.1%	No
PCDHAC2		5q31.3	HOMDEL	6	109	5.5%	No
NIPBL		5p13.2	AMP	5	109	4.6%	No
MYL12B		18p11.31	AMP	5	109	4.6%	No
NHSL1		6q24.1	AMP	1	109	0.9%	No
MFSD6L		17p13.1	HOMDEL	5	109	4.6%	No
FAM25G		10q11.22	AMP	2	109	1.8%	No
SNX5		20p11.23	AMP	2	109	1.8%	No
SNAPC4		9q34.3	AMP	7	109	6.4%	No
TAL2		9q31.2	AMP	1	109	0.9%	Yes
TMEM19		12q21.1	HOMDEL	3	109	2.8%	No
NWD1		19p13.11	HOMDEL	1	109	0.9%	No
MEP1A		6p12.3	AMP	2	109	1.8%	No
IFT122P3		3q21.3	AMP	4	109	3.7%	No
NQO1		16q22.1	AMP	2	109	1.8%	Yes
OCEL1		19p13.11	HOMDEL	1	109	0.9%	No
PAX5		9p13.2	HOMDEL	2	109	1.8%	Yes
PRAMEF6		1p36.21	AMP	3	109	2.8%	No
POLB		8p11.21	AMP	6	109	5.5%	No
LSM2		6p21.33	HOMDEL	3	109	2.8%	No
HABP2		10q25.3	AMP	2	109	1.8%	No
SNORA29		6q25.3	HOMDEL	3	109	2.8%	No
SNORD116-29		15q11.2	HOMDEL	5	109	4.6%	No
INO80D		2q33.3	HOMDEL	1	109	0.9%	No
AK9		6q21	AMP	2	109	1.8%	No
TALDO1		11p15.5	AMP	26	109	23.9%	No
MT1A		16q13	AMP	1	109	0.9%	No
COG1		17q25.1	AMP	5	109	4.6%	No
FXR2		17p13.1	HOMDEL	6	109	5.5%	No
SLC26A6		3p21.31	AMP	4	109	3.7%	No
MEOX2		7p21.2	AMP	1	109	0.9%	No
DIAPH1		5q31.3	AMP	1	109	0.9%	No
DMGDH		5q14.1	HOMDEL	3	109	2.8%	No
PRAMEF11		1p36.21	AMP	3	109	2.8%	No
EPHA1		7q34-q35	HOMDEL	2	109	1.8%	No
APOBEC4		1q25.3	HOMDEL	1	109	0.9%	No
POLD1		19q13.3	AMP	15	109	13.8%	Yes
FLNB		3p14.3	HOMDEL	7	109	6.4%	No
SYT5		19q13.42	HOMDEL	2	109	1.8%	No
RCCD1		15q26.1	AMP	7	109	6.4%	No
ANKRD20A11P		21q11.2	HOMDEL	10	109	9.2%	No
MEOX1		17q21.31	AMP	10	109	9.2%	No
TBC1D5		3p24.3	HOMDEL	5	109	4.6%	No
CDKAL1		6p22.3	HOMDEL	3	109	2.8%	No
SNCG		10q23.2	AMP	3	109	2.8%	No
ATN1		12p13.31	HOMDEL	2	109	1.8%	No
MSX2		5q35.2	AMP	2	109	1.8%	No
HNRNPCL2		1p36.21	AMP	3	109	2.8%	No
GTF2H2C_2		5q13.2 alternate reference locus	HOMDEL	5	109	4.6%	No
TTLL12		22q13.2	AMP	5	109	4.6%	No
SNORD49A		17p11.2	HOMDEL	4	109	3.7%	No
CCDC13		3p22.1	AMP	1	109	0.9%	No
POLD2		7p13	AMP	8	109	7.3%	No
H1-1		6p22.2	AMP	3	109	2.8%	No
ZNF239		10q11.21	AMP	1	109	0.9%	No
ZNF98		19p12	HOMDEL	3	109	2.8%	No
C11ORF86		11q13.2	HOMDEL	1	109	0.9%	No
MEN1		11q13	AMP	11	109	10.1%	Yes
FSCN1		7p22.1	AMP	16	109	14.7%	No
MSX1		4p16.2	AMP	1	109	0.9%	No
SSB		2q31.1	HOMDEL	4	109	3.7%	No
SLC26A10P		12q13.3	AMP	6	109	5.5%	No
CYB5R3		22q13.2	AMP	6	109	5.5%	No
POLE		12q24.33	AMP	3	109	2.8%	Yes
NBPF9		1q21.2	HOMDEL	2	109	1.8%	No
NKX2-1		14q13.3	HOMDEL	4	109	3.7%	Yes
FIZ1		19q13.42	HOMDEL	1	109	0.9%	No
TRAF3IP3		1q32.2	HOMDEL	1	109	0.9%	No
ZNF816		19q13.41	HOMDEL	2	109	1.8%	No
NEUROD4		12q13.2	HOMDEL	2	109	1.8%	No
FCHO2		5q13.2	HOMDEL	8	109	7.3%	No
