Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
ARFGEF1		8q13.2	AMP	7	184	3.8%	No
NARS1		18q21.31	HOMDEL	5	184	2.7%	No
TRIM8		10q24.32	HOMDEL	1	184	0.5%	No
SNORD116-13		15q11.2	HOMDEL	1	184	0.5%	No
BHLHE22		8q12.3	AMP	6	184	3.3%	No
TFPT		19q13.42	AMP	2	184	1.1%	Yes
COL15A1		9q22.33	HOMDEL	3	184	1.6%	No
TMEM201		1p36.22	HOMDEL	2	184	1.1%	No
REXO6P		9p21.2	AMP	1	184	0.5%	No
COL4A3		2q36.3	AMP	2	184	1.1%	No
CORIN		4p12	AMP	1	184	0.5%	No
MRM1		17q12	AMP	5	184	2.7%	No
FCRL4		1q23.1	AMP	7	184	3.8%	Yes
AKAP3		12p13.32	AMP	5	184	2.7%	No
KATNB1		16q21	AMP	1	184	0.5%	No
TNK1		17p13.1	HOMDEL	1	184	0.5%	No
ZFAND2A		7p22.3	AMP	4	184	2.2%	No
ZNF426		19p13.2	AMP	1	184	0.5%	No
ZBTB37		1q25.1	AMP	5	184	2.7%	No
AHI1-DT		6q23.3	AMP	3	184	1.6%	No
CDYL2		16q23.2	AMP	1	184	0.5%	No
COL4A4		2q36.3	AMP	3	184	1.6%	No
LRRC45		17q25.3	AMP	1	184	0.5%	No
CDK5		7q36.1	AMP	1	184	0.5%	No
ACY3		11q13.2	AMP	2	184	1.1%	No
PRAMEF16		1p36.21	AMP	2	184	1.1%	No
LRRC15		3q29	AMP	3	184	1.6%	No
SH3YL1		2p25.3	HOMDEL	1	184	0.5%	No
UPP1		7p12.3	AMP	2	184	1.1%	No
FGR		1p35.3	HOMDEL	2	184	1.1%	No
EIF4A3		17q25.3	AMP	1	184	0.5%	No
IDH2		15q26.1	AMP	4	184	2.2%	Yes
RBP2		3q23	AMP	1	184	0.5%	No
LINC02398		12p12.2	AMP	4	184	2.2%	No
ZNF561		19p13.2	AMP	1	184	0.5%	No
PCDHGA6		5q31	AMP	2	184	1.1%	No
RNF4		4p16.3	AMP	2	184	1.1%	No
DYRK3		1q32.1	AMP	3	184	1.6%	No
ADAMTS13		9q34.2	HOMDEL	1	184	0.5%	No
IKBKE		1q32.1	AMP	3	184	1.6%	Yes
SCAF1		19q13.3-q13.4	AMP	2	184	1.1%	No
CSNK2A3		11p15.4	AMP	1	184	0.5%	No
TMEM130		7q22.1	AMP	8	184	4.3%	No
BCLAF1		6q23.3	AMP	3	184	1.6%	No
SLC39A8		4q24	HOMDEL	1	184	0.5%	No
IDH1		2q34	AMP	4	184	2.2%	Yes
COX19		7p22.3	AMP	4	184	2.2%	No
MAPRE2		18q12.1-q12.2	HOMDEL	4	184	2.2%	No
TMEM51-AS1		1p36.21	AMP	1	184	0.5%	No
PVALB		22q12.3	AMP	2	184	1.1%	No
LRRC46		17q21.32	AMP	4	184	2.2%	No
GAGE2D		Xp11.23	AMP	1	184	0.5%	No
ACOX3		4p16.1	AMP	1	184	0.5%	No
STK16		2q35	AMP	2	184	1.1%	No
MYD88		3p22.2	AMP	1	184	0.5%	Yes
GNPAT		1q42.2	AMP	3	184	1.6%	No
RNF5		6p21.32	AMP	4	184	2.2%	No
LMF2		22q13.33	HOMDEL	3	184	1.6%	No
OR1Q1		9q33.2	HOMDEL	1	184	0.5%	No
MST1L		1p36.13	HOMDEL	2	184	1.1%	No
RPP38		10p13	AMP	2	184	1.1%	No
CDK4		12q14.1	AMP	3	184	1.6%	Yes
LGALS9C		17p11.2	AMP	2	184	1.1%	No
CFAP68		11q23.1	AMP	1	184	0.5%	No
TM9SF4		20q11.21	AMP	1	184	0.5%	No
MID1		Xp22.2	HOMDEL	2	184	1.1%	No
TMSB4X		Xp22.2	AMP	1	184	0.5%	No
IHH		2q35	AMP	2	184	1.1%	No
PVR		19q13.31	AMP	4	184	2.2%	No
SCRN2		17q21.32	AMP	4	184	2.2%	No
ARL8A		1q32.1	AMP	3	184	1.6%	No
FCGRT		19q13.33	AMP	2	184	1.1%	No
SAMD9		7q21.2	AMP	8	184	4.3%	Yes
AXIN2		17q24.1	AMP	2	184	1.1%	Yes
GABPB2		1q21.3	AMP	5	184	2.7%	No
FAM231AP		1p36.13	HOMDEL	2	184	1.1%	No
URB2		1q42.13	HOMDEL	1	184	0.5%	No
PDLIM2		8p21.3	HOMDEL	2	184	1.1%	No
MAN1C1		1p36.11	HOMDEL	2	184	1.1%	No
FAIM2		12q13.12	HOMDEL	1	184	0.5%	No
CEP43		6q27	HOMDEL	1	184	0.5%	Yes
TTC9C		11q12.3	AMP	1	184	0.5%	No
RMND5B		5q35.3	AMP	2	184	1.1%	No
KMT2C		7q36.1	AMP	1	184	0.5%	Yes
SBF2-AS1		11p15.4	AMP	1	184	0.5%	No
ELK1		Xp11.23	HOMDEL	1	184	0.5%	No
ATG13		11p11.2	AMP	2	184	1.1%	No
MORF4L2		Xq22.2	AMP	1	184	0.5%	No
DYRK2		12q15	AMP	4	184	2.2%	No
NPPB		1p36.22	AMP	2	184	1.1%	No
ABO		9q34.2	HOMDEL	1	184	0.5%	No
NECTIN2		19q13.32	AMP	5	184	2.7%	No
CDK2		12q13.2	AMP	3	184	1.6%	No
FNDC3B		3q26.31	AMP	4	184	2.2%	No
ST8SIA5		18q21.1	HOMDEL	5	184	2.7%	No
IGSF1		Xq26.1	AMP	1	184	0.5%	No
LINC01625		6q24.1	HOMDEL	1	184	0.5%	No
TSC2		16p13.3	AMP	1	184	0.5%	Yes
CTR9		11p15.4	AMP	1	184	0.5%	Yes
CCL15-CCL14		17q12	AMP	4	184	2.2%	No
FCGR3B		1q23.3	AMP	6	184	3.3%	No
LINC00470		18p11.32	HOMDEL	1	184	0.5%	No
SEPTIN14P20		20q13.33	AMP	2	184	1.1%	No
NPPA		1p36.22	AMP	2	184	1.1%	No
DPYSL2		8p21.2	HOMDEL	2	184	1.1%	No
PCDHGA11		5q31.3	AMP	2	184	1.1%	No
ZNF250		8q24.3	AMP	16	184	8.7%	No
ZNF776		19q13.43	AMP	3	184	1.6%	No
CLSTN1		1p36.22	HOMDEL	2	184	1.1%	No
CDK3		17q25.1	AMP	1	184	0.5%	No
ITGA7		12q13.2	AMP	3	184	1.6%	No
MICAL2		11p15.3	AMP	1	184	0.5%	No
PCYOX1L		5q32	AMP	3	184	1.6%	No
C6ORF141		6p12.3	AMP	2	184	1.1%	No
PMPCB		7q22.1	AMP	3	184	1.6%	No
TTR		18q12.1	HOMDEL	4	184	2.2%	No
MTHFSD		16q24.1	AMP	2	184	1.1%	No
NALF1		13q33.3	AMP	1	184	0.5%	No
KIAA0232		4p16.1	AMP	1	184	0.5%	No
MROH5		8q24.3	HOMDEL	1	184	0.5%	No
ZBTB40		1p36.12	HOMDEL	2	184	1.1%	No
TRAPPC6A		19q13.32	AMP	4	184	2.2%	No
FBXO25		8p23.3	HOMDEL	4	184	2.2%	No
MEIG1		10p13	AMP	1	184	0.5%	No
PCDHGA10		5q31.3	AMP	2	184	1.1%	No
L3MBTL4-AS1		18p11.31	HOMDEL	1	184	0.5%	No
MIR3667HG		22q13.33	HOMDEL	3	184	1.6%	No
CDH17		8q22.1	AMP	8	184	4.3%	No
ITGA5		12q13.13	AMP	1	184	0.5%	No
HDDC3		15q26.1	AMP	4	184	2.2%	No
FCGR2B		1q23.3	AMP	6	184	3.3%	Yes
TEK		9p21.2	HOMDEL	7	184	3.8%	Yes
CFDP1		16q23.1	AMP	1	184	0.5%	No
STXBP5L		3q13.33	AMP	2	184	1.1%	No
RNASE13		14q11.1	AMP	1	184	0.5%	No
LY6G6F		6p21.33	AMP	4	184	2.2%	No
FOLH1		11p11.12	AMP	1	184	0.5%	Yes
SURF1		9q34.2	HOMDEL	1	184	0.5%	No
PCDHGA9		5q31	AMP	2	184	1.1%	No
PHACTR4		1p35.3	AMP	1	184	0.5%	No
ZIK1		19q13.43	AMP	3	184	1.6%	No
RPS20		8q12.1	HOMDEL	1	184	0.5%	No
RIMOC1		5p13.1	AMP	2	184	1.1%	No
CIDEA		18p11.21	AMP	6	184	3.3%	No
CDH18		5p14.3	AMP	1	184	0.5%	No
GOLGA6L9		15q25.2	AMP	3	184	1.6%	No
SPACA5B		Xp11.23	HOMDEL	1	184	0.5%	No
SPANXD		Xq27.2	AMP	5	184	2.7%	No
SNORD115-34		15q11.2	HOMDEL	1	184	0.5%	No
FCGR3A		1q23.3	AMP	6	184	3.3%	No
PCDHGA7		5q31	AMP	2	184	1.1%	No
SLC25A42		19p13.11	AMP	1	184	0.5%	No
DHX16		6p21.33	AMP	3	184	1.6%	No
ZNF547		19q13.43	AMP	3	184	1.6%	No
IFNA2		9p21.3	HOMDEL	28	184	15.2%	No
CARD14		17q25.3	AMP	1	184	0.5%	No
OR6C6		12q13.2	AMP	1	184	0.5%	No
PCDHGB6		5q31	AMP	2	184	1.1%	No
TMEM80		11p15.5	AMP	1	184	0.5%	No
LINC00987		12p13.31	AMP	3	184	1.6%	No
ADAMTS20		12q12	AMP	1	184	0.5%	No
DOCK9-DT		13q32.3	AMP	1	184	0.5%	No
MRPS18A		6p21.1	AMP	4	184	2.2%	No
DUSP13B		10q22.2	AMP	3	184	1.6%	No
CFC1B		2q21.1	AMP	1	184	0.5%	No
MSL2		3q22.3	AMP	1	184	0.5%	No
MOCOS		18q12.2	AMP	3	184	1.6%	No
SHISAL2A		1p32.3	AMP	1	184	0.5%	No
CNPY4		7q22.1	AMP	6	184	3.3%	No
C1QTNF1		17q25.3	AMP	1	184	0.5%	No
USP32P2		17p11.2	AMP	2	184	1.1%	No
MAGEB5		Xp21.3	HOMDEL	2	184	1.1%	No
ADPRS		1p34.3	AMP	1	184	0.5%	No
PRR23B		3q23	AMP	1	184	0.5%	No
PCDHGB5		5q31	AMP	2	184	1.1%	No
UCK2		1q24.1	AMP	6	184	3.3%	No
CYP3A7-CYP3A51P		7q22.1	AMP	6	184	3.3%	No
RPL36A		Xq22.1	AMP	1	184	0.5%	No
LYPD2		8q24.3	AMP	16	184	8.7%	No
GP6		19q13.42	AMP	3	184	1.6%	No
DACT1		14q23.1	AMP	1	184	0.5%	No
FKBP14		7p14.3	AMP	2	184	1.1%	No
KLHL14		18q12.1	AMP	5	184	2.7%	No
ZBTB41		1q31.3	AMP	3	184	1.6%	No
ANG		14q11.2	AMP	1	184	0.5%	No
CENPQ		6p12.3	AMP	2	184	1.1%	No
BRIX1		5p13.2	AMP	1	184	0.5%	No
SOCS7		17q12	AMP	7	184	3.8%	No
CFAP157		9q34.11	HOMDEL	1	184	0.5%	No
EGLN1		1q42.2	HOMDEL	2	184	1.1%	No
DUSP23		1q23.2	AMP	6	184	3.3%	No
FAM83H		8q24.3	HOMDEL	1	184	0.5%	No
LINC02368		12q24.32	AMP	1	184	0.5%	No
PCDHGB3		5q31	AMP	2	184	1.1%	No
UMPS		3q21.2	AMP	1	184	0.5%	No
RAB9B		Xq22.2	AMP	1	184	0.5%	No
PAX6-AS1		11p13	AMP	1	184	0.5%	No
KIAA1210		Xq24	HOMDEL	1	184	0.5%	No
C1QTNF3		5p13.2	AMP	1	184	0.5%	No
UGDH-AS1		4p14	AMP	1	184	0.5%	No
ZNF319		16q21	AMP	1	184	0.5%	No
SLC35A5		3q13.2	AMP	1	184	0.5%	No
RNF121		11q13.4	AMP	2	184	1.1%	No
ANGPT1		8q23.1	AMP	12	184	6.5%	No
POLR1H		6p22.1	AMP	3	184	1.6%	No
PCCA-AS1		13q32.3	AMP	1	184	0.5%	No
RNASEL		1q25.3	AMP	5	184	2.7%	No
GAS2L2		17q12	AMP	3	184	1.6%	No
IFNA22P		9p21.3	HOMDEL	24	184	13.0%	No
LETR1		15q26.2	AMP	4	184	2.2%	No
LINC02227		5q33.3	AMP	2	184	1.1%	No
SPATA8		15q26.2	AMP	4	184	2.2%	No
ARPIN		15q26.1	AMP	4	184	2.2%	No
NOTUM		17q25.3	AMP	1	184	0.5%	No
LINC01790		2q32.3	AMP	2	184	1.1%	No
HAUS6		9p22.1	AMP	1	184	0.5%	No
KANSL2		12q13.11	AMP	1	184	0.5%	No
PCDHGB2		5q31	AMP	2	184	1.1%	No
PRKX-AS1		Xp22.33	HOMDEL	1	184	0.5%	No
SCUBE1		22q13.2	HOMDEL	1	184	0.5%	No
RBM24		6p22.3	AMP	1	184	0.5%	No
COL14A1		8q24.12	AMP	15	184	8.2%	No
CCDC184		12q13.11	AMP	1	184	0.5%	No
SMPD4BP		2q21.1	AMP	1	184	0.5%	No
C1QTNF2		5q33.3	AMP	2	184	1.1%	No
DNM1P41		15q25.2	AMP	3	184	1.6%	No
SIPA1L2		1q42.2	AMP	3	184	1.6%	No
CLDN18		3q22.3	AMP	1	184	0.5%	No
CCDC91		12p11.22	AMP	6	184	3.3%	No
RBPMS-AS1		8p12	HOMDEL	1	184	0.5%	No
STOML2		9p13.3	AMP	10	184	5.4%	No
NALCN-AS1		13q32.3	AMP	1	184	0.5%	No
ADRA2C		4p16.3	AMP	1	184	0.5%	No
ANGPT2		8p23.1	AMP	4	184	2.2%	No
RAD1		5p13.2	AMP	1	184	0.5%	No
PACRG		6q26	AMP	1	184	0.5%	No
USP47		11p15.3	AMP	1	184	0.5%	No
PGPEP1L		15q26.3	AMP	4	184	2.2%	No
KLHL24		3q27.1	AMP	3	184	1.6%	No
PCDHGB1		5q31	AMP	2	184	1.1%	No
PRR23C		3q23	AMP	1	184	0.5%	No
RAI2		Xp22.13	HOMDEL	1	184	0.5%	No
CASTOR3P		7q22.1	AMP	7	184	3.8%	No
EME2		16p13.3	AMP	1	184	0.5%	No
RAPGEF5		7p15.3	AMP	2	184	1.1%	No
IRGM		5q33.1	AMP	2	184	1.1%	No
TRMT12		8q24.13	AMP	19	184	10.3%	No
ZNF79		9q33.3	HOMDEL	1	184	0.5%	No
ANK1		8p11.21	AMP	5	184	2.7%	No
ZNF586		19q13.43	AMP	3	184	1.6%	No
IFT80		3q25.33	AMP	4	184	2.2%	No
ZNF317		19p13.2	AMP	1	184	0.5%	No
SNORA63		3q27.3	AMP	3	184	1.6%	No
SLC66A1LP		3q25.32	AMP	3	184	1.6%	No
ZNF354C		5q35.3	AMP	2	184	1.1%	No
ANKRD33		12q13.13	HOMDEL	1	184	0.5%	No
ILRUN		6p21.31	AMP	2	184	1.1%	No
KDF1		1p36.11	HOMDEL	2	184	1.1%	No
SMARCA4		19p13.2	HOMDEL	2	184	1.1%	Yes
DEFB130A		8p23.1	AMP	6	184	3.3%	No
MBOAT4		8p12	HOMDEL	1	184	0.5%	No
FAM120B		6q27	HOMDEL	2	184	1.1%	No
NT5C		17q25	AMP	2	184	1.1%	No
PDLIM4		5q31.1	AMP	2	184	1.1%	No
AHI1		6q23.3	AMP	3	184	1.6%	No
VPS37A		8p22	HOMDEL	2	184	1.1%	No
CNOT6L		4q21.1	AMP	1	184	0.5%	No
ADRB2		5q32	AMP	2	184	1.1%	No
FSBP		8q22.1	AMP	8	184	4.3%	No
SNORA62		3p22.1	AMP	1	184	0.5%	No
CCDC14		3q21.1	AMP	1	184	0.5%	No
TMEM167A		5q14.2	HOMDEL	1	184	0.5%	No
CTRC		1p36.21	HOMDEL	2	184	1.1%	No
CBLC		19q13.32	AMP	5	184	2.7%	Yes
ENGASE		17q25.3	AMP	1	184	0.5%	No
ZNF592		15q25.3	AMP	3	184	1.6%	No
PURA		5q31.3	AMP	2	184	1.1%	No
NR1H2		19q13.3	AMP	2	184	1.1%	No
SLC22A5		5q31.1	HOMDEL	1	184	0.5%	No
LY75-CD302		2q24.2	AMP	2	184	1.1%	No
NBPF15		1q21.1	AMP	8	184	4.3%	No
CYCSP52		1q23.1	AMP	7	184	3.8%	No
ARMC2-AS1		6q21	HOMDEL	1	184	0.5%	No
CNNM2		10q24.32	AMP	1	184	0.5%	No
USP37		2q35	AMP	2	184	1.1%	No
FRG1JP		9q13	AMP	3	184	1.6%	No
ADRB3		8p11.23	AMP	7	184	3.8%	No
H4C5		6p22.2	HOMDEL	2	184	1.1%	No
ELP6		3p21.31	HOMDEL	1	184	0.5%	No
MFFP2		5q32	AMP	3	184	1.6%	No
ANK3		10q21.2	AMP	1	184	0.5%	No
RNF2		1q25.3	AMP	5	184	2.7%	No
LYN		8q12.1	HOMDEL	1	184	0.5%	Yes
SARS2		19q13.2	AMP	14	184	7.6%	No
TMEM94		17q25.1	AMP	2	184	1.1%	No
RUSC1		1q22	AMP	7	184	3.8%	No
SOBP		6q21	HOMDEL	2	184	1.1%	No
LINC00554		13q32.3	AMP	1	184	0.5%	No
PURB		7p13	AMP	1	184	0.5%	No
ATOH7		10q21.3	AMP	1	184	0.5%	No
GAGE13		Xp11.23	HOMDEL	1	184	0.5%	No
CCDC40		17q25.3	AMP	1	184	0.5%	No
IDH3A		15q25.1	AMP	2	184	1.1%	No
RBP1		3q23	AMP	1	184	0.5%	No
PPP1R3F		Xp11.23	HOMDEL	1	184	0.5%	No
SPTBN5		15q21	HOMDEL	1	184	0.5%	No
SEPTIN14P6		6p25.3	HOMDEL	1	184	0.5%	No
AKR7A2		1p36.13	AMP	1	184	0.5%	No
GRK2		11q13.2	AMP	1	184	0.5%	No
SPCS3		4q34.2	HOMDEL	1	184	0.5%	No
BRD2		6p21.32	AMP	3	184	1.6%	No
OR1L6		9q33.2	HOMDEL	1	184	0.5%	No
ZNF716		7p11.2	AMP	1	184	0.5%	No
TDRD6		6p12.3	AMP	2	184	1.1%	No
CCNP		19q13.2	AMP	13	184	7.1%	No
SPO11		20q13.31	AMP	3	184	1.6%	No
TSPEAR-AS1		21q22.3	AMP	1	184	0.5%	No
PTTG3P		8q13.1	AMP	7	184	3.8%	No
CLEC12B		12p13.2	AMP	3	184	1.6%	No
EPC2		2q23.1	AMP	1	184	0.5%	No
CNBD1		8q21.3	AMP	7	184	3.8%	No
ADSL		22q13.1	AMP	3	184	1.6%	No
REXO1L2P		8q21.2	AMP	7	184	3.8%	No
HHIPL2		1q41	AMP	3	184	1.6%	No
COA6		1q42.2	HOMDEL	1	184	0.5%	No
ZNF717		3p12.3	AMP	1	184	0.5%	No
ACSF3		16q24.3	AMP	2	184	1.1%	No
LINC01203		Xp22.2	AMP	1	184	0.5%	No
PPP2CA		5q31.1	HOMDEL	1	184	0.5%	No
ZNF774		15q26.1	AMP	5	184	2.7%	No
PRPF31		19q13.42	AMP	2	184	1.1%	No
CCDC168		13q33.1	AMP	1	184	0.5%	No
OPTC		1q32.1	AMP	3	184	1.6%	No
NRON		9q33.3	HOMDEL	1	184	0.5%	No
ADSS2		1q44	AMP	4	184	2.2%	No
ICOS		2q33.2	AMP	3	184	1.6%	No
PRDM6		5q23.2	HOMDEL	1	184	0.5%	No
NR5A2		1q32.1	AMP	3	184	1.6%	No
UBE4B		1p36.22	HOMDEL	2	184	1.1%	No
HPS6		10q24.32	AMP	1	184	0.5%	No
RAET1G		6q25.1	HOMDEL	1	184	0.5%	No
BCL2		18q21.33	HOMDEL	5	184	2.7%	Yes
RHOD		11q13.2	AMP	1	184	0.5%	No
CKS1B		1q21.3	AMP	7	184	3.8%	Yes
GGN		19q13.2	AMP	11	184	6.0%	No
SENP3		17p13	HOMDEL	1	184	0.5%	No
COL8A2		1p34.3	AMP	1	184	0.5%	No
C1ORF198		1q42.2	AMP	3	184	1.6%	No
ITGB4		17q25.1	AMP	1	184	0.5%	No
CENPI		Xq22.1	AMP	1	184	0.5%	No
TMEM170A		16q23.1	AMP	1	184	0.5%	No
TRIM67		1q42.2	HOMDEL	2	184	1.1%	No
LIPK		10q23.31	AMP	1	184	0.5%	No
CLEC4E		12p13.31	AMP	3	184	1.6%	No
ZNF778		16q24.3	AMP	2	184	1.1%	No
LINC01951		5q35.2	AMP	2	184	1.1%	No
CNTNAP3		9p12	AMP	3	184	1.6%	No
ITGB3		17q21.32	AMP	3	184	1.6%	No
USP17L17		4p16.1	AMP	1	184	0.5%	No
ZNF503-AS1		10q22.2	AMP	3	184	1.6%	No
COL6A3		2q37.3	AMP	2	184	1.1%	No
ATL3		11q13.1	HOMDEL	1	184	0.5%	No
VASH2		1q32.3	AMP	3	184	1.6%	No
AMZ2		17q24.2	AMP	3	184	1.6%	No
GPR101		Xq26.3	AMP	2	184	1.1%	No
ARL14EP		11p14.1	AMP	1	184	0.5%	No
LINC01544		18q21.33	AMP	1	184	0.5%	No
TROAP		12q13.12	HOMDEL	1	184	0.5%	No
NBEAP1		15q11.2	HOMDEL	1	184	0.5%	Yes
SLC39A2		14q11.2	AMP	1	184	0.5%	No
SRXN1		20p13	AMP	1	184	0.5%	No
VGLL3		3p12.1	AMP	1	184	0.5%	No
CHD8		14q11.2	AMP	1	184	0.5%	No
DSEL		18q22.1	HOMDEL	6	184	3.3%	No
FBXW8		12q24.22	AMP	1	184	0.5%	No
VPS13A		9q21.2	HOMDEL	1	184	0.5%	No
ANKRD20A4P		9q13	HOMDEL	2	184	1.1%	No
JAK2		9p24.1	HOMDEL	2	184	1.1%	Yes
LINC02740		11p12	AMP	3	184	1.6%	No
OR2W3		1q44	HOMDEL	1	184	0.5%	No
TEKTIP1		19p13.3	AMP	1	184	0.5%	No
TUBB1		20q13.32	AMP	3	184	1.6%	No
COL6A1		21q22.3	AMP	1	184	0.5%	No
TOX3		16q12.1	AMP	1	184	0.5%	No
UBE2W		8q21.11	AMP	8	184	4.3%	No
LINC01255		18p11.21	AMP	4	184	2.2%	No
RNU6-81P		13q21.31	AMP	1	184	0.5%	No
USF1		1q23.3	AMP	6	184	3.3%	No
PSORS1C3		6p21.33	AMP	3	184	1.6%	No
CTAGE7P		10q26.3	HOMDEL	1	184	0.5%	No
LINC01979		17q25.3	AMP	1	184	0.5%	No
FOXL3-OT1		7p22.3	AMP	4	184	2.2%	No
RPS5		19q13.43	AMP	3	184	1.6%	No
CLCNKB		1p36.13	HOMDEL	2	184	1.1%	No
COL6A2		21q22.3	AMP	1	184	0.5%	No
ARAF		Xp11.3	HOMDEL	1	184	0.5%	Yes
C19ORF73		19q13.33	AMP	2	184	1.1%	No
PRPH2		6p21.1	AMP	3	184	1.6%	No
DONSON		21q22.11	AMP	1	184	0.5%	No
OR51F1		11p15.4	HOMDEL	1	184	0.5%	No
DSCAS		18q12.1	AMP	7	184	3.8%	No
NRG1		8p12	HOMDEL	1	184	0.5%	Yes
HTR3D		3q27.1	AMP	3	184	1.6%	No
GLYATL3		6p12.3	AMP	2	184	1.1%	No
APCDD1L-DT		20q13.32	AMP	3	184	1.6%	No
TSPEAR		21q22.3	AMP	1	184	0.5%	No
USF2		19q13.12	AMP	7	184	3.8%	No
SMCO1		3q29	AMP	5	184	2.7%	No
ALPL		1p36.12	HOMDEL	2	184	1.1%	No
OR2T10		1q44	HOMDEL	1	184	0.5%	No
RPS6		9p22.1	AMP	1	184	0.5%	No
ARL17A		17q21.31	AMP	5	184	2.7%	No
USP17L15		4p16.1	AMP	1	184	0.5%	No
LINC01533		19q13.11	AMP	8	184	4.3%	No
OR2W1-AS1		6p22.1	AMP	2	184	1.1%	No
AIFM2		10q22.1	AMP	1	184	0.5%	No
DOCK11		Xq24	AMP	1	184	0.5%	No
RNU6-83P		13q32.3	AMP	8	184	4.3%	No
C1QB		1p36.12	HOMDEL	2	184	1.1%	No
CABYR		18q11.2	AMP	20	184	10.9%	No
SYF2		1p36.11	HOMDEL	2	184	1.1%	No
TTC21B		2q24.3	AMP	1	184	0.5%	No
HIVEP2		6q24.2	HOMDEL	2	184	1.1%	No
ERI1		8p23.1	HOMDEL	3	184	1.6%	No
CLEC2A		12p13.31	AMP	3	184	1.6%	No
CYGB		17q25.1	AMP	1	184	0.5%	No
LINGO2		9p21.2-p21.1	HOMDEL	8	184	4.3%	No
RHCG		15q26.1	AMP	4	184	2.2%	No
ZNF727		7q11.21	AMP	3	184	1.6%	No
TMEM140		7q33	AMP	1	184	0.5%	No
NRBF2		10q21.3	AMP	1	184	0.5%	No
BAAT		9q31.1	HOMDEL	1	184	0.5%	No
PEX5		12p13.31	AMP	5	184	2.7%	No
THAP3		1p36.31	HOMDEL	2	184	1.1%	No
GNAS-AS1		20q13.32	AMP	3	184	1.6%	No
TP53		17p13.1	HOMDEL	1	184	0.5%	Yes
WHAMMP2		15q13.1	HOMDEL	1	184	0.5%	No
MYL1		2q34	AMP	3	184	1.6%	No
IL5		5q31.1	AMP	2	184	1.1%	No
INTS4P2		7q11.21	AMP	3	184	1.6%	No
IL2RG		Xq13.1	HOMDEL	1	184	0.5%	No
SNORD116-14		15q11.2	HOMDEL	1	184	0.5%	No
HROB		17q21.31	AMP	4	184	2.2%	No
ZNF469		16q24.2	AMP	2	184	1.1%	No
DNAJA1		9p21.1	AMP	4	184	2.2%	No
SPATA45		1q32.3	AMP	3	184	1.6%	No
DLL3		19q13.2	AMP	14	184	7.6%	No
CCDC175		14q23.1	AMP	1	184	0.5%	No
NDUFAF4P1		15q21.1	HOMDEL	1	184	0.5%	No
NFATC1		18q23	HOMDEL	4	184	2.2%	No
CAB39L		13q14.2	HOMDEL	1	184	0.5%	No
PTENP1-AS		9p13.3	AMP	4	184	2.2%	No
ARPC1A		7q22.1	AMP	8	184	4.3%	No
CDR1		Xq27.1	AMP	3	184	1.6%	No
NRCAM		7q31.1	AMP	4	184	2.2%	No
UBXN2B		8q12.1	HOMDEL	1	184	0.5%	No
CT66		7q11.22	AMP	2	184	1.1%	No
TMEM59		1p32.3	AMP	1	184	0.5%	No
DNAJB2		2q35	AMP	2	184	1.1%	No
NALCN		13q32.3-q33.1	AMP	1	184	0.5%	No
TTC21B-AS1		2q24.3	AMP	1	184	0.5%	No
CYREN		7q33	AMP	1	184	0.5%	No
UBXN8		8p12	HOMDEL	1	184	0.5%	No
AGR2		7p21.1	AMP	1	184	0.5%	No
UBTD2		5q35.1	AMP	2	184	1.1%	No
CHAC1		15q15.1	AMP	1	184	0.5%	No
FAM72A		1q32.1	AMP	3	184	1.6%	No
SEC14L1P1		11p11.2	AMP	3	184	1.6%	No
LINC01927		18q23	HOMDEL	4	184	2.2%	No
SNORD115-22		15q11.2	HOMDEL	1	184	0.5%	No
NF1		17q11.2	AMP	3	184	1.6%	Yes
ZNF718		4p16.3	AMP	4	184	2.2%	No
WNT5B		12p13.33	AMP	7	184	3.8%	No
CPEB1		15q25.2	AMP	3	184	1.6%	No
SLC26A5		7q22.1	AMP	3	184	1.6%	No
SNORD116-27		15q11.2	HOMDEL	1	184	0.5%	No
TNRC18		7p22.1	AMP	1	184	0.5%	No
SYT2		1q32.1	AMP	3	184	1.6%	No
OSCP1		1p34.3	AMP	1	184	0.5%	No
IL4		5q31.1	AMP	2	184	1.1%	No
TFCP2		12q13.12-q13.13	HOMDEL	1	184	0.5%	No
ITIH2		10p14	AMP	2	184	1.1%	No
CNOT7		8p22	HOMDEL	2	184	1.1%	No
FGFR1OP2		12p11.23	AMP	7	184	3.8%	No
NEUROG1		5q31.1	AMP	2	184	1.1%	No
DOK3		5q35.3	AMP	3	184	1.6%	No
TCP10L3		6q27	HOMDEL	1	184	0.5%	No
RPA1		17p13.3	HOMDEL	1	184	0.5%	No
SUGT1P4-STRA6LP		9q22.33	HOMDEL	1	184	0.5%	No
MMGT1		Xq26.3	AMP	2	184	1.1%	No
RHPN1-AS1		8q24.3	AMP	16	184	8.7%	No
CSTPP1		11p11.2	AMP	2	184	1.1%	No
HMGA1P7		6q23.2	HOMDEL	1	184	0.5%	No
SP110		2q37.1	AMP	3	184	1.6%	No
COX14		12q13.12	HOMDEL	1	184	0.5%	No
PANX2		22q13.33	HOMDEL	3	184	1.6%	No
TEN1-CDK3		17q25.1	AMP	1	184	0.5%	No
EBP		Xp11.23	AMP	1	184	0.5%	No
KIFBP		10q22.1	AMP	1	184	0.5%	No
