Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
FOCAD		1	1	109	0.9%	No
RETNLB		4	3	109	2.8%	No
NDUFB5		1	1	109	0.9%	No
ZBTB46		1	1	109	0.9%	No
ZBTB49		2	2	109	1.8%	No
ZBTB48		1	1	109	0.9%	No
ITIH6		1	1	109	0.9%	No
USH1C		1	1	109	0.9%	No
NTN4		1	1	109	0.9%	No
NTN5		1	1	109	0.9%	No
ZBTB45		1	1	109	0.9%	No
ITIH1		1	1	109	0.9%	No
ZBTB41		1	1	109	0.9%	No
IFI16		1	1	109	0.9%	No
LRRC8C		1	1	109	0.9%	No
LRRC8D		1	1	109	0.9%	No
BEND4		1	1	109	0.9%	No
D2HGDH		1	1	109	0.9%	No
BEND2		2	2	109	1.8%	No
SH2B3		1	1	109	0.9%	Yes
SEC23B		1	1	109	0.9%	No
ATP9B		1	1	109	0.9%	No
ATP9A		1	1	109	0.9%	No
LRRC8E		1	1	109	0.9%	No
MCOLN3		1	1	109	0.9%	No
SEC24A		1	1	109	0.9%	No
ERAP1		1	1	109	0.9%	No
LYSMD1		1	1	109	0.9%	No
LYSMD4		2	1	109	0.9%	No
MBOAT4		1	1	109	0.9%	No
MCOLN1		2	2	109	1.8%	No
USH2A		5	5	109	4.6%	No
CTCFL		1	1	109	0.9%	No
USH1G		1	1	109	0.9%	No
DOP1A		1	1	109	0.9%	No
NT5C1B		1	1	109	0.9%	No
PTPN9		1	1	109	0.9%	No
PTPN7		1	1	109	0.9%	No
PTPN4		1	1	109	0.9%	No
SEC24D		1	1	109	0.9%	No
OR7G2		2	1	109	0.9%	No
OR7G1		1	1	109	0.9%	No
CCNI		1	1	109	0.9%	No
ZAN		8	7	109	6.4%	No
PREP		1	1	109	0.9%	No
PRF1		1	1	109	0.9%	Yes
CCAR2		1	1	109	0.9%	No
CCAR1		2	2	109	1.8%	No
CYB5D1		1	1	109	0.9%	No
RASSF1		1	1	109	0.9%	No
RASSF4		1	1	109	0.9%	No
BPIFA2		1	1	109	0.9%	No
SPATA24		1	1	109	0.9%	No
IL12A		1	1	109	0.9%	No
KIF21A		1	1	109	0.9%	No
KIF21B		1	1	109	0.9%	No
CCN1		1	1	109	0.9%	No
SEC62		1	1	109	0.9%	No
SLC12A6		1	1	109	0.9%	No
SCN1A		1	1	109	0.9%	No
SEC63		2	2	109	1.8%	No
ST6GAL1		1	1	109	0.9%	No
SFMBT2		3	3	109	2.8%	No
RSAD1		2	2	109	1.8%	No
ANK2		2	2	109	1.8%	No
ANK3		3	3	109	2.8%	No
HNF1A		1	1	109	0.9%	Yes
ANK1		1	1	109	0.9%	No
PPP1R3F		1	1	109	0.9%	No
ALPK3		3	3	109	2.8%	No
UPRT		1	1	109	0.9%	No
ALPK2		1	1	109	0.9%	No
KIF20B		1	1	109	0.9%	No
STX1A		1	1	109	0.9%	No
PLA1A		2	2	109	1.8%	No
L3MBTL1		1	1	109	0.9%	No
L3MBTL3		1	1	109	0.9%	No
PCDH10		1	1	109	0.9%	No
CTR9		1	1	109	0.9%	Yes
PCDH15		3	3	109	2.8%	No
PRH2		1	1	109	0.9%	No
C7ORF57		1	1	109	0.9%	No
PCDH18		1	1	109	0.9%	No
PCDH17		4	4	109	3.7%	No
TGOLN2		1	1	109	0.9%	No
PGBD1		2	2	109	1.8%	No
PGBD2		1	1	109	0.9%	No
PGBD3		1	1	109	0.9%	No
PGBD4		1	1	109	0.9%	No
TSPAN8		1	1	109	0.9%	No
CD19		2	2	109	1.8%	Yes
HIVEP1		2	2	109	1.8%	No
HIVEP3		1	1	109	0.9%	No
HIVEP2		1	1	109	0.9%	No
OR7D4		3	1	109	0.9%	No
A2M		1	1	109	0.9%	No
SCN3B		2	2	109	1.8%	No
SEC31A		1	1	109	0.9%	Yes
PPP1R26		1	1	109	0.9%	No
SURF1		1	1	109	0.9%	No
XRCC4		1	1	109	0.9%	No
ZFR2		2	2	109	1.8%	No
PCDH20		2	2	109	1.8%	No
IQSEC3		1	1	109	0.9%	No
RASSF7		1	1	109	0.9%	No
PRG4		1	1	109	0.9%	No
ERAL1		1	1	109	0.9%	No
HSPA12A		1	1	109	0.9%	No
ATP4B		1	1	109	0.9%	No
ATOSB		1	1	109	0.9%	No
ANLN		1	1	109	0.9%	No
ATOSA		4	4	109	3.7%	No
ACER1		1	1	109	0.9%	No
BPIFB1		1	1	109	0.9%	No
WNK1		1	1	109	0.9%	No
BPIFB3		1	1	109	0.9%	No
PPP1R1C		1	1	109	0.9%	No
RGL3		1	1	109	0.9%	No
ARMC12		1	1	109	0.9%	No
SCN2A		2	2	109	1.8%	No
CD22		1	1	109	0.9%	Yes
GASK1A		1	1	109	0.9%	No
PTPRR		1	1	109	0.9%	No
PPP1R10		1	1	109	0.9%	No
PTPRQ		3	3	109	2.8%	No
MIA2		11	11	109	10.1%	No
PTPRJ		3	3	109	2.8%	No
MIA3		2	2	109	1.8%	No
BRCA1		1	1	109	0.9%	Yes
BRCA2		1	1	109	0.9%	Yes
PTPRH		2	2	109	1.8%	No
AP2A2		1	1	109	0.9%	No
N4BP2L2		2	2	109	1.8%	No
KIF17		2	2	109	1.8%	No
PPP1R18		1	1	109	0.9%	No
CTSS		1	1	109	0.9%	No
LARP1B		1	1	109	0.9%	No
KIF15		1	1	109	0.9%	No
SPANXN2		1	1	109	0.9%	No
SPTLC2		1	1	109	0.9%	No
SCML4		1	1	109	0.9%	No
ARIH2		1	1	109	0.9%	No
CCR8		1	1	109	0.9%	No
CTSG		1	1	109	0.9%	No
QSOX1		1	1	109	0.9%	No
KIF1A		2	2	109	1.8%	No
CD33		1	1	109	0.9%	No
CTSB		1	1	109	0.9%	No
NBPF3		2	2	109	1.8%	No
NBPF9		10	7	109	6.4%	No
NXPE1		1	1	109	0.9%	No
ANO8		1	1	109	0.9%	No
SORCS1		3	3	109	2.8%	No
ANO7		1	1	109	0.9%	No
PLAAT5		1	1	109	0.9%	No
ANO4		1	1	109	0.9%	No
NBPF1		5	2	109	1.8%	No
SORCS2		2	2	109	1.8%	No
KIF27		3	3	109	2.8%	No
OOEP		1	1	109	0.9%	No
RGMA		3	3	109	2.8%	No
ANO3		2	2	109	1.8%	No
NR5A1		1	1	109	0.9%	No
CTU2		4	4	109	3.7%	No
CTTN		1	1	109	0.9%	No
ZNF780B		1	1	109	0.9%	No
KIF2B		1	1	109	0.9%	No
PDZRN3		2	2	109	1.8%	No
PDZRN4		3	3	109	2.8%	No
PRKN		1	1	109	0.9%	Yes
POPDC2		1	1	109	0.9%	No
TMPRSS9		1	1	109	0.9%	No
RAMP3		1	1	109	0.9%	No
TMPRSS6		1	1	109	0.9%	No
TMPRSS4		1	1	109	0.9%	No
XIAP		1	1	109	0.9%	Yes
CRYBA4		1	1	109	0.9%	No
PRKX		1	1	109	0.9%	No
EXOSC7		1	1	109	0.9%	No
CREG2		1	1	109	0.9%	No
GPC3		1	1	109	0.9%	Yes
PAK6		1	1	109	0.9%	No
GPC2		1	1	109	0.9%	No
GPC5		1	1	109	0.9%	No
MARCHF9		1	1	109	0.9%	No
PAK2		2	2	109	1.8%	No
GPC6		3	3	109	2.8%	No
EXOSC2		1	1	109	0.9%	No
CCT5		1	1	109	0.9%	No
PAK5		1	1	109	0.9%	Yes
MICA		1	1	109	0.9%	No
MICB		1	1	109	0.9%	No
MARCHF5		1	1	109	0.9%	No
TEFM		1	1	109	0.9%	No
RFTN1		1	1	109	0.9%	No
AKR1C3		1	1	109	0.9%	No
DKKL1		1	1	109	0.9%	No
MIB2		2	2	109	1.8%	No
PLEKHA6		1	1	109	0.9%	No
C7ORF25		1	1	109	0.9%	No
PLEKHA7		1	1	109	0.9%	No
MIB1		1	1	109	0.9%	Yes
NLRP13		3	3	109	2.8%	No
DPY19L1		1	1	109	0.9%	No
NLRP11		1	1	109	0.9%	No
DPY19L2		4	4	109	3.7%	No
KIF26B		4	4	109	3.7%	No
CD68		1	1	109	0.9%	No
CD86		1	1	109	0.9%	No
FHOD3		4	4	109	3.7%	No
DCLRE1A		1	1	109	0.9%	No
MIDN		1	1	109	0.9%	No
WWC2		2	2	109	1.8%	No
GXYLT1		2	2	109	1.8%	No
GIMAP4		1	1	109	0.9%	No
KNDC1		2	2	109	1.8%	No
GIMAP7		1	1	109	0.9%	No
GIMAP8		1	1	109	0.9%	No
RGS2		1	1	109	0.9%	No
KIF5C		2	2	109	1.8%	No
SCN9A		3	3	109	2.8%	No
CCRL2		1	1	109	0.9%	No
EP300		1	1	109	0.9%	Yes
RGS8		1	1	109	0.9%	No
ARID2		2	2	109	1.8%	Yes
BAHCC1		1	1	109	0.9%	No
SBF2		2	2	109	1.8%	No
PPFIA3		1	1	109	0.9%	No
RGS7		1	1	109	0.9%	No
PPFIA2		2	2	109	1.8%	No
CD96		1	1	109	0.9%	No
SLC30A6		2	2	109	1.8%	No
CD93		1	1	109	0.9%	No
SLC30A5		1	1	109	0.9%	No
LMTK2		2	2	109	1.8%	No
ATAD3B		1	1	109	0.9%	No
PLA2G15		1	1	109	0.9%	No
ERN2		1	1	109	0.9%	No
DOK2		1	1	109	0.9%	No
DOK5		1	1	109	0.9%	No
SCN8A		2	1	109	0.9%	No
GEMIN4		2	2	109	1.8%	No
GEMIN5		1	1	109	0.9%	No
PSMD14		1	1	109	0.9%	No
YTHDC1		1	1	109	0.9%	No
PROZ		1	1	109	0.9%	No
SLC1A3		1	1	109	0.9%	No
PSEN1		1	1	109	0.9%	No
FUT2		1	1	109	0.9%	No
PDS5A		1	1	109	0.9%	No
MCHR1		1	1	109	0.9%	No
SLC1A7		1	1	109	0.9%	No
SUPT6H		2	2	109	1.8%	No
FUT4		1	1	109	0.9%	No
TOR1AIP1		1	1	109	0.9%	No
MCHR2		1	1	109	0.9%	No
RASGRP4		1	1	109	0.9%	No
FUT3		1	1	109	0.9%	No
RPF1		1	1	109	0.9%	No
SPTA1		6	6	109	5.5%	No
FUT5		1	1	109	0.9%	No
CALCR		1	1	109	0.9%	No
CYP11A1		2	2	109	1.8%	No
DEAF1		3	3	109	2.8%	No
KIF3A		1	1	109	0.9%	No
CAMTA2		1	1	109	0.9%	No
NXPH1		1	1	109	0.9%	No
LELP1		1	1	109	0.9%	No
PRNP		1	1	109	0.9%	No
GGT7		1	1	109	0.9%	No
PHF10		1	1	109	0.9%	No
INHBB		1	1	109	0.9%	No
DOLK		1	1	109	0.9%	No
INHBA		1	1	109	0.9%	Yes
SSH2		1	1	109	0.9%	No
CYRIA		2	2	109	1.8%	No
CALHM4		1	1	109	0.9%	No
SSH1		1	1	109	0.9%	No
ISG20		1	1	109	0.9%	No
PAN2		1	1	109	0.9%	No
TIMM10B		1	1	109	0.9%	No
PAN3		1	1	109	0.9%	No
CYP11B2		1	1	109	0.9%	No
FMC1		2	2	109	1.8%	No
KIF4B		2	2	109	1.8%	No
CYP11B1		2	2	109	1.8%	No
COL5A3		1	1	109	0.9%	No
COL5A2		2	2	109	1.8%	No
PHF14		1	1	109	0.9%	No
RSRP1		2	2	109	1.8%	No
PHF13		1	1	109	0.9%	No
PRR4		1	1	109	0.9%	No
SNED1		1	1	109	0.9%	No
DDX3X		2	2	109	1.8%	Yes
PRKCSH		1	1	109	0.9%	No
CPXM2		1	1	109	0.9%	No
MAST2		1	1	109	0.9%	No
DNAAF11		1	1	109	0.9%	No
DDX43		5	4	109	3.7%	No
ACSM2A		2	2	109	1.8%	No
PPP1R9A		1	1	109	0.9%	No
AFF4		1	1	109	0.9%	Yes
SIRPB1		1	1	109	0.9%	No
ACSM2B		1	1	109	0.9%	No
INSYN2A		1	1	109	0.9%	No
RPGR		2	2	109	1.8%	No
SEPTIN10		1	1	109	0.9%	No
TIMM17A		1	1	109	0.9%	No
SCN5A		3	3	109	2.8%	No
A4GALT		1	1	109	0.9%	No
GALNT8		1	1	109	0.9%	No
ANKUB1		4	1	109	0.9%	No
DDX59		2	2	109	1.8%	No
PLA2G4F		1	1	109	0.9%	No
PLA2G4D		1	1	109	0.9%	No
PLA2G4E		3	3	109	2.8%	No
DDX51		1	1	109	0.9%	No
SSTR1		1	1	109	0.9%	No
PJA2		2	2	109	1.8%	No
PJA1		1	1	109	0.9%	No
VCAN		2	2	109	1.8%	No
LMBRD1		1	1	109	0.9%	No
LMBRD2		1	1	109	0.9%	No
TMIGD2		1	1	109	0.9%	No
NDUFS2		2	2	109	1.8%	No
SCN4A		1	1	109	0.9%	No
NCBP3		1	1	109	0.9%	No
ZP3		1	1	109	0.9%	No
SCN4B		1	1	109	0.9%	No
SAXO2		5	5	109	4.6%	No
ZP4		1	1	109	0.9%	No
SAXO4		1	1	109	0.9%	No
NIM1K		2	2	109	1.8%	No
PARG		3	3	109	2.8%	No
BCL2A1		1	1	109	0.9%	No
DCTN2		1	1	109	0.9%	No
DDX20		2	1	109	0.9%	No
CRMP1		2	2	109	1.8%	No
CSTF2T		1	1	109	0.9%	No
CLCN3		1	1	109	0.9%	No
CLCN2		2	2	109	1.8%	No
CLCN1		2	2	109	1.8%	No
AURKB		1	1	109	0.9%	Yes
PDLIM2		1	1	109	0.9%	No
CLMN		1	1	109	0.9%	No
OR4F29		1	1	109	0.9%	No
SCN7A		3	3	109	2.8%	No
TAS1R2		1	1	109	0.9%	No
NUP43		1	1	109	0.9%	No
PDLIM5		2	2	109	1.8%	No
PDLIM4		1	1	109	0.9%	No
TAS1R3		1	1	109	0.9%	No
MBTPS1		1	1	109	0.9%	No
R3HDML		1	1	109	0.9%	No
PLA2G2E		1	1	109	0.9%	No
PDAP1		1	1	109	0.9%	No
MAPK15		1	1	109	0.9%	No
MAPK10		1	1	109	0.9%	No
SBK2		1	1	109	0.9%	No
NPHS1		2	2	109	1.8%	No
FAM131C		2	2	109	1.8%	No
FAM131B		1	1	109	0.9%	No
SHLD2		1	1	109	0.9%	No
CLNK		1	1	109	0.9%	No
CHPT1		1	1	109	0.9%	No
PMFBP1		3	3	109	2.8%	No
R3HDM1		1	1	109	0.9%	No
RB1		1	1	109	0.9%	Yes
RPL4		2	2	109	1.8%	No
PATJ		1	1	109	0.9%	No
RPL3		1	1	109	0.9%	No
TRRAP		1	1	109	0.9%	Yes
COL12A1		5	5	109	4.6%	No
RAX		1	1	109	0.9%	No
RXFP4		1	1	109	0.9%	No
STMN4		1	1	109	0.9%	No
RPL8		1	1	109	0.9%	No
RXFP1		2	2	109	1.8%	No
PCMT1		1	1	109	0.9%	No
HOXA9		1	1	109	0.9%	Yes
CLP1		1	1	109	0.9%	Yes
ZXDB		1	1	109	0.9%	No
ZXDC		1	1	109	0.9%	No
DIP2A		1	1	109	0.9%	No
ROPN1L		1	1	109	0.9%	No
DIP2B		2	2	109	1.8%	No
DUS4L		1	1	109	0.9%	No
NFRKB		1	1	109	0.9%	No
HOXA5		1	1	109	0.9%	No
CUBN		1	1	109	0.9%	No
UNC13C		2	2	109	1.8%	No
UNC13A		1	1	109	0.9%	No
DAPK1		2	2	109	1.8%	No
HOGA1		1	1	109	0.9%	No
SYTL3		1	1	109	0.9%	No
UNC13D		1	1	109	0.9%	No
LCE1D		3	2	109	1.8%	No
FCAMR		1	1	109	0.9%	No
CLPS		1	1	109	0.9%	No
BIN2		1	1	109	0.9%	No
TEP1		3	3	109	2.8%	No
LGALS13		1	1	109	0.9%	No
ACOT2		1	1	109	0.9%	No
HOXB3		1	1	109	0.9%	No
ACOT1		1	1	109	0.9%	No
PRR12		2	2	109	1.8%	No
TSPYL4		1	1	109	0.9%	No
PRR14		1	1	109	0.9%	No
ACOT4		1	1	109	0.9%	No
ASF1B		1	1	109	0.9%	No
POM121		2	2	109	1.8%	No
PRR21		1	1	109	0.9%	No
HSPA4L		2	2	109	1.8%	No
NOLC1		2	2	109	1.8%	No
SNU13		1	1	109	0.9%	No
SKA3		1	1	109	0.9%	No
POU5F1B		1	1	109	0.9%	No
CHST10		1	1	109	0.9%	No
SERPINH1		1	1	109	0.9%	No
CHST15		1	1	109	0.9%	No
SLC19A3		1	1	109	0.9%	No
CHST13		1	1	109	0.9%	No
RREB1		2	2	109	1.8%	No
PRR22		1	1	109	0.9%	No
NXNL2		1	1	109	0.9%	No
PRR25		2	2	109	1.8%	No
GRXCR1		1	1	109	0.9%	No
ST14		1	1	109	0.9%	No
ACE		1	1	109	0.9%	No
THAP12		1	1	109	0.9%	No
MTHFR		1	1	109	0.9%	No
BRAF		3	3	109	2.8%	Yes
THAP10		1	1	109	0.9%	No
ISX		1	1	109	0.9%	No
TRIP6		1	1	109	0.9%	No
GALNTL5		1	1	109	0.9%	No
HOXD9		1	1	109	0.9%	No
HOXD8		1	1	109	0.9%	No
ZNF135		1	1	109	0.9%	No
ZNF134		1	1	109	0.9%	No
OGFR		1	1	109	0.9%	No
SERPINA3		1	1	109	0.9%	No
SERPINA1		1	1	109	0.9%	No
LPCAT1		1	1	109	0.9%	No
FMN1		1	1	109	0.9%	No
ING1		1	1	109	0.9%	Yes
SERPINA7		1	1	109	0.9%	No
CLINT1		1	1	109	0.9%	No
MYOM2		1	1	109	0.9%	No
MYOM3		2	2	109	1.8%	No
MRC2		1	1	109	0.9%	No
ING2		1	1	109	0.9%	No
OR5W2		1	1	109	0.9%	No
TRIM7		1	1	109	0.9%	No
LCE5A		2	2	109	1.8%	No
TRIM2		1	1	109	0.9%	No
RFK		1	1	109	0.9%	No
TRIM3		1	1	109	0.9%	No
ANXA6		1	1	109	0.9%	No
AP3S2		1	1	109	0.9%	No
AP3S1		2	2	109	1.8%	No
RSPO1		3	3	109	2.8%	No
HAVCR1		3	3	109	2.8%	No
FCRL1		1	1	109	0.9%	No
BRD2		1	1	109	0.9%	No
SERPINB4		1	1	109	0.9%	Yes
ZNF121		1	1	109	0.9%	No
FCRL5		1	1	109	0.9%	No
TIGD7		1	1	109	0.9%	No
FCRL3		1	1	109	0.9%	No
FCRL4		1	1	109	0.9%	Yes
PAX4		1	1	109	0.9%	No
TET2		2	2	109	1.8%	Yes
TET1		1	1	109	0.9%	Yes
SERPINB8		2	2	109	1.8%	No
SERPINB5		3	3	109	2.8%	No
ITPKB		1	1	109	0.9%	Yes
CD200R1		1	1	109	0.9%	No
PAX7		1	1	109	0.9%	Yes
IVD		1	1	109	0.9%	No
ZNF117		1	1	109	0.9%	No
IVL		1	1	109	0.9%	No
ZNF112		1	1	109	0.9%	No
SF3B3		3	2	109	1.8%	No
AHNAK		4	4	109	3.7%	No
AOAH		1	1	109	0.9%	No
BCLAF1		5	5	109	4.6%	No
PRAMEF4		7	7	109	6.4%	No
PRSS50		1	1	109	0.9%	No
SRP72		1	1	109	0.9%	Yes
PRAMEF2		3	3	109	2.8%	No
PRAMEF1		3	2	109	1.8%	No
OR2AG2		1	1	109	0.9%	No
ZNF106		1	1	109	0.9%	No
BRD9		2	2	109	1.8%	No
BRD8		3	3	109	2.8%	No
CCL18		1	1	109	0.9%	No
SF3B1		1	1	109	0.9%	Yes
RHBG		1	1	109	0.9%	No
MISP		1	1	109	0.9%	No
ZNF100		1	1	109	0.9%	No
AOC1		1	1	109	0.9%	No
SF3A1		1	1	109	0.9%	No
AOC2		1	1	109	0.9%	No
BRF1		1	1	109	0.9%	No
SERPIND1		1	1	109	0.9%	No
AGL		1	1	109	0.9%	No
SEPTIN5		1	1	109	0.9%	Yes
ADAT1		1	1	109	0.9%	No
WWP1		1	1	109	0.9%	Yes
TYW1B		1	1	109	0.9%	No
FMO3		1	1	109	0.9%	No
SEPTIN4		2	2	109	1.8%	No
FMO4		1	1	109	0.9%	No
USP17L2		2	2	109	1.8%	No
KTN1		2	2	109	1.8%	Yes
AGBL5		1	1	109	0.9%	No
OR5T1		1	1	109	0.9%	No
XAB2		1	1	109	0.9%	No
AGBL4		1	1	109	0.9%	No
AGBL1		1	1	109	0.9%	No
LCE4A		1	1	109	0.9%	No
AGBL2		2	2	109	1.8%	No
BRDT		2	2	109	1.8%	No
CHRM2		1	1	109	0.9%	No
DGKG		2	2	109	1.8%	No
SEMA5A		1	1	109	0.9%	No
CLXN		1	1	109	0.9%	No
CHRM3		1	1	109	0.9%	No
SEMA5B		1	1	109	0.9%	No
GHDC		1	1	109	0.9%	No
TOR2A		1	1	109	0.9%	No
CLEC4M		1	1	109	0.9%	No
ATP8A1		2	2	109	1.8%	No
DGKB		7	7	109	6.4%	No
CTNND2		1	1	109	0.9%	No
ITGA2B		1	1	109	0.9%	No
CLSTN1		1	1	109	0.9%	No
FABP12		1	1	109	0.9%	No
CDH9		2	2	109	1.8%	No
CDH8		1	1	109	0.9%	No
CDH7		1	1	109	0.9%	No
CDH6		3	3	109	2.8%	No
RPH3A		2	2	109	1.8%	No
ABHD12		1	1	109	0.9%	No
TUBB8		2	2	109	1.8%	No
CDH5		1	1	109	0.9%	No
CDH4		3	3	109	2.8%	Yes
CDH3		1	1	109	0.9%	No
MAEA		1	1	109	0.9%	No
STK32A		1	1	109	0.9%	No
STK32B		1	1	109	0.9%	No
RPTN		1	1	109	0.9%	No
TECTA		3	3	109	2.8%	No
SEMA6C		1	1	109	0.9%	No
MREG		1	1	109	0.9%	No
SEMA6A		1	1	109	0.9%	No
MITF		1	1	109	0.9%	Yes
DGKZ		1	1	109	0.9%	No
CLEC4A		1	1	109	0.9%	No
ST7L		1	1	109	0.9%	No
MOB3C		1	1	109	0.9%	No
C1ORF116		1	1	109	0.9%	No
CLEC4E		1	1	109	0.9%	No
CLEC4F		1	1	109	0.9%	No
NOTCH2		5	3	109	2.8%	Yes
CUL9		1	1	109	0.9%	No
NOTCH3		2	2	109	1.8%	Yes
METTL2B		2	1	109	0.9%	No
MINDY4		1	1	109	0.9%	No
NOTCH4		3	3	109	2.8%	Yes
NATD1		1	1	109	0.9%	No
ITPR2		3	3	109	2.8%	No
ITPR3		2	2	109	1.8%	No
RASAL1		1	1	109	0.9%	No
RASAL2		2	2	109	1.8%	No
KLC1		1	1	109	0.9%	No
GTF2E1		1	1	109	0.9%	No
RLF		2	2	109	1.8%	No
AK7		1	1	109	0.9%	No
RHOBTB2		2	2	109	1.8%	No
BAG4		1	1	109	0.9%	No
RAD51AP2		1	1	109	0.9%	No
PITRM1		2	2	109	1.8%	No
SAFB2		1	1	109	0.9%	No
H2BW1		3	3	109	2.8%	No
MPDU1		1	1	109	0.9%	No
ANKRD34B		1	1	109	0.9%	No
ATP8B4		1	1	109	0.9%	No
WFS1		1	1	109	0.9%	No
CEP350		1	1	109	0.9%	No
BTBD7		1	1	109	0.9%	No
TECRL		1	1	109	0.9%	No
BTBD8		1	1	109	0.9%	No
ABHD15		1	1	109	0.9%	No
CDK9		1	1	109	0.9%	No
CDK8		1	1	109	0.9%	Yes
NSFL1C		1	1	109	0.9%	No
SCCPDH		1	1	109	0.9%	No
GON4L		2	2	109	1.8%	No
CDK3		1	1	109	0.9%	No
ITGA10		2	2	109	1.8%	No
CLEC6A		1	1	109	0.9%	No
MAFF		1	1	109	0.9%	No
NACAD		1	1	109	0.9%	No
ESAM		1	1	109	0.9%	No
DHCR7		1	1	109	0.9%	No
RAD9A		2	2	109	1.8%	No
WRAP53		1	1	109	0.9%	No
RNPEPL1		2	2	109	1.8%	No
SYCP1		2	2	109	1.8%	No
PTPN21		2	2	109	1.8%	No
BRK1		1	1	109	0.9%	No
PTPN23		1	1	109	0.9%	No
DUSP16		1	1	109	0.9%	No
METTL14		1	1	109	0.9%	No
METTL13		1	1	109	0.9%	No
SIN3B		2	2	109	1.8%	No
HYDIN		1	1	109	0.9%	No
CLEC1B		1	1	109	0.9%	No
SPANXC		1	1	109	0.9%	No
METTL18		1	1	109	0.9%	No
TAPT1		1	1	109	0.9%	No
METTL17		1	1	109	0.9%	No
GPX1		1	1	109	0.9%	No
COL25A1		1	1	109	0.9%	No
ELAC2		1	1	109	0.9%	No
PLPBP		1	1	109	0.9%	No
TRAF1		1	1	109	0.9%	No
YDJC		1	1	109	0.9%	No
INMT		1	1	109	0.9%	No
POM121L2		1	1	109	0.9%	No
RP1		4	4	109	3.7%	No
METTL25		1	1	109	0.9%	No
RTN4RL1		1	1	109	0.9%	No
EFHC2		1	1	109	0.9%	No
LUZP1		1	1	109	0.9%	No
UNC93B1		2	2	109	1.8%	No
SEMA3D		1	1	109	0.9%	No
SEMA3E		1	1	109	0.9%	No
KIAA1210		1	1	109	0.9%	No
JAKMIP1		1	1	109	0.9%	No
MRM2		1	1	109	0.9%	No
JAKMIP3		1	1	109	0.9%	No
REPIN1		1	1	109	0.9%	No
AP3M1		1	1	109	0.9%	No
CACNG8		1	1	109	0.9%	No
EEF2KMT		3	2	109	1.8%	No
CTNNAL1		1	1	109	0.9%	No
OR5AU1		1	1	109	0.9%	No
ANKRD30B		5	5	109	4.6%	No
SPAG6		1	1	109	0.9%	No
ANKRD30A		2	2	109	1.8%	No
SEMA4C		2	2	109	1.8%	No
AHNAK2		7	7	109	6.4%	No
CDC42BPB		1	1	109	0.9%	No
PTPN13		1	1	109	0.9%	Yes
TPCN1		1	1	109	0.9%	No
ENOX1		2	2	109	1.8%	No
MGAT4C		1	1	109	0.9%	No
KLF6		1	1	109	0.9%	Yes
NFASC		3	3	109	2.8%	No
KLF5		2	2	109	1.8%	Yes
APC		1	1	109	0.9%	Yes
CROCC		4	4	109	3.7%	No
MGAT4B		1	1	109	0.9%	No
ESF1		1	1	109	0.9%	No
FOLR1		1	1	109	0.9%	Yes
SLC24A5		1	1	109	0.9%	No
MYORG		1	1	109	0.9%	No
TP53RK		1	1	109	0.9%	No
PJVK		1	1	109	0.9%	No
ANTXR1		2	2	109	1.8%	No
CCT6B		1	1	109	0.9%	Yes
KIFAP3		1	1	109	0.9%	No
MYOZ1		1	1	109	0.9%	No
TNS4		1	1	109	0.9%	No
TNS2		1	1	109	0.9%	No
TNS1		2	2	109	1.8%	No
AQR		1	1	109	0.9%	No
SLC6A16		1	1	109	0.9%	No
SLC6A15		1	1	109	0.9%	No
MUCL3		3	3	109	2.8%	No
EBF1		1	1	109	0.9%	Yes
SLC6A12		1	1	109	0.9%	No
PSG3		2	1	109	0.9%	No
EBF3		1	1	109	0.9%	No
MIF4GD		1	1	109	0.9%	No
CHIT1		2	2	109	1.8%	No
PSG9		1	1	109	0.9%	No
PSG8		2	2	109	1.8%	No
PSG5		2	2	109	1.8%	No
PAPPA		4	4	109	3.7%	No
PSG6		1	1	109	0.9%	No
MALL		1	1	109	0.9%	No
PLPP3		1	1	109	0.9%	No
LLGL2		3	3	109	2.8%	No
CDS1		1	1	109	0.9%	No
GYPA		2	2	109	1.8%	No
RWDD2B		1	1	109	0.9%	No
GYPC		1	1	109	0.9%	No
IGSF3		4	4	109	3.7%	No
KLK1		1	1	109	0.9%	No
GYPB		1	1	109	0.9%	No
GYPE		1	1	109	0.9%	No
IGSF1		1	1	109	0.9%	No
KLK5		1	1	109	0.9%	No
MGST2		1	1	109	0.9%	No
TMTC2		1	1	109	0.9%	No
SGPL1		2	2	109	1.8%	No
MAP2		1	1	109	0.9%	No
DPH2		2	2	109	1.8%	No
STC2		1	1	109	0.9%	No
CMYA5		4	4	109	3.7%	No
MAP7		1	1	109	0.9%	No
NAALAD2		1	1	109	0.9%	No
SCAP		1	1	109	0.9%	No
DPH5		1	1	109	0.9%	No
OR6B2		1	1	109	0.9%	No
CDR2		1	1	109	0.9%	No
CDR1		1	1	109	0.9%	No
NTSR2		1	1	109	0.9%	No
OR2A25		1	1	109	0.9%	No
TRAP1		1	1	109	0.9%	No
CDT1		2	2	109	1.8%	No
CDSN		2	2	109	1.8%	No
SIGLEC14		1	1	109	0.9%	No
STAC		2	2	109	1.8%	No
BCL11A		1	1	109	0.9%	Yes
CIDEA		1	1	109	0.9%	No
AMMECR1		1	1	109	0.9%	No
LRP2BP		1	1	109	0.9%	No
